sent_id,tokens,dep_labels
news_536,"'ROOT', '-', 'Uyku', 'apnesi', 'sendromu', 'ne', 'dir', '?'","42, 38, 31, 31, 32, 39, 18, 38"
ess_390,"'ROOT', 'Eğer', 'ikisi', 'de', 'haklı', 'diyorsak', ',', 'bir', 'üçüncü', 'akıl', 'daha', 'var', 'ki', ',', 'o', 'durumda', 'ikisinin', 'de', 'haklı', 'olma', 'şansı', 'kalmıyor', '.'","42, 29, 32, 4, 12, 2, 38, 21, 33, 35, 3, 2, 29, 38, 21, 35, 31, 4, 31, 15, 32, 39, 38"
news_771,"'ROOT', 'Özünde', 'bu', 'kapsayıcı', 've', 'çağımıza', 'uygun', 'yaklaşım', ',', 'sahip', 'çıktığımız', 'ulusal', ',', 'Atatürkçü', 'geleneğimizle', ',', 'Avrupa', 'türü', 'çağdaş', 'bir', 'sosyal', 'demokrasiyi', 'bir', 'araya', 'getiren', 'bir', 'sentezin', 'oluşturulmasıyla', 'gerçekleştirilebilir', '.'","42, 35, 21, 5, 10, 35, 17, 32, 38, 1, 14, 5, 38, 17, 35, 38, 31, 35, 5, 21, 5, 34, 1, 14, 14, 21, 31, 17, 39, 38"
bio_1907,"'ROOT', 'Ama', 'yine', 'karın', 'yardımıyla', ':', 'Kaydırılarak', '.'","42, 10, 3, 31, 39, 38, 37, 38"
ess_1789,"'ROOT', 'Programdan', 'iki', 'gün', 'önce', ',', 'odamdan', 'içeri', 'esmer', ',', 'uzun', 'boylu', 'biri', 'girdi', '.'","42, 35, 33, 35, 9, 38, 35, 35, 31, 38, 5, 5, 32, 39, 38"
news_341,"'ROOT', ""BBP'den"", 'Tokat', 'seçimlerine', 'itiraz'","42, 35, 31, 35, 39"
news_1317,"'ROOT', 'Yasal', 'haklarımızı', 'savunmak', 'için', 'gideceğiz', '.'","42, 5, 34, 2, 9, 39, 38"
ess_1916,"'ROOT', 'Bazıları', '""', 'gizemli', '""', 'gelir', 'size', ',', 'bazıları', 'ise', '""', 'asosyal', 'bir', 'psikopat', '""', '!', '""', 'Altı', 'ay', 'ikamet', 'etmiş', 'olma', '""', 'şartını', 'kaldırarak', ',', 'şartsız', 'gayrimenkul', 'edinme', 'hakkı', 'verdik', 'onlara', '.'","42, 32, 38, 5, 38, 39, 30, 38, 32, 22, 38, 5, 21, 17, 38, 38, 38, 33, 30, 35, 15, 31, 38, 34, 30, 38, 5, 34, 31, 32, 17, 35, 38"
bio_1789,"'ROOT', 'Hayat', ',', ""İstanbul'da"", 'olduğundan', 'çok', 'daha', 'ucuz', 'du', '.'","42, 32, 38, 35, 2, 3, 3, 39, 18, 38"
ess_1080,"'ROOT', 'Emevi', 'hükümdarlarından', ""Hakem'in"", 'zamanında', '100.000', 'kişinin', 'yaşadığı', ""Kurtuba'da"", '80', 'medrese', ',', '900', 'hamam', ',', '70', 'kütüphane', 'mevcuttu', '.'","42, 5, 30, 31, 30, 33, 31, 1, 35, 33, 32, 38, 33, 17, 38, 33, 34, 39, 38"
bio_1115,"'ROOT', 'Duygularım', 'karmakarışık', ',', 'kendimi', 'iyi', 'hissetmiyorum', 've', 'kimseyle', 'de', 'konuşmak', 'istemiyorum', '.'","42, 32, 39, 38, 34, 3, 17, 10, 34, 4, 41, 17, 38"
pop_529,"'ROOT', 'Hâsılı', ',', 'taleplerimizi', 'seçtiğimiz', 'yönetimlere', 'doğrudan', 'yapmayız', ',', 'onları', ""Allah'a"", 'havale', 'ederiz', ',', 'oradan', 'ilgililere', 'ulaşmasını', 'bekleriz', '.'","42, 22, 38, 34, 1, 35, 3, 39, 38, 34, 35, 17, 15, 38, 35, 35, 12, 17, 38"
news_1659,"'ROOT', 'Geçen', 'yıl', ""Milan'la"", 'aynı', 'grupta', 'yer', 'alan', 'Cimbom', ',', 'deplasmanda', '2', '-', '1', 'kaybettiği', 'maçın', 'rövanşında', 'rakibini', '3', '-', '2', 'yenerek', 'kupa', 'dışına', 'itmişti', '.'","42, 5, 35, 35, 5, 35, 1, 14, 32, 38, 35, 35, 38, 25, 1, 31, 35, 34, 35, 38, 25, 2, 31, 35, 39, 38"
bio_1313,"'ROOT', 'Ama', 'boşuna', '...'","42, 10, 39, 38"
bio_1526,"'ROOT', 'Biraz', 'abarttım', ',', 'ama', ""Üstün'ün"", 'kafası', 'hep', 'böyle', 'şeylere', 'çalışır', '.'","42, 3, 39, 38, 10, 31, 32, 3, 3, 35, 17, 38"
ess_618,"'ROOT', 'Böyle', 'yakamazdı', 'yürekten', '.', '""', 'TV', 'kanallarının', 'birinde', ""66'ıncısı"", 'verilen', 'Oscar', 'ödüllerinin', 'dağıtım', 'törenini', 'izledim', '.'","42, 3, 39, 3, 38, 38, 31, 31, 35, 34, 1, 31, 31, 31, 34, 17, 38"
ins_577,"'ROOT', 'Babama', 'yardım', 'etsin', '.'","42, 35, 39, 15, 38"
pop_1699,"'ROOT', 'Hediye', 'seçimi'","42, 31, 39"
ess_1287,"'ROOT', 'Kanalizasyonsuz', 'kentlerde', 'üreyen', 'bir', 'tür', 'sivrisineğin', 'hışmına', 'uğrayarak', 'yanağında', 'koca', 'koca', 'İL', 'YARALARI', 'oluşuveren', 'bir', 'kuşak', '.'","42, 5, 35, 1, 21, 14, 9, 35, 30, 35, 5, 5, 31, 34, 1, 21, 39, 38"
news_1806,"'ROOT', 'Takım', 'veya', 'futbolcu', '1', 'hafta', 'uyum', 'içinde', ',', '1', 'hafta', 'uyumsuzluk', 'içinde', 'olamaz', '.'","42, 32, 10, 17, 33, 35, 31, 35, 38, 33, 17, 31, 17, 39, 38"
bio_252,"'ROOT', 'Vaktim', 'de', 'olmuyordu', '.'","42, 32, 4, 39, 38"
news_832,"'ROOT', 'Birden', 'fazla', 'yerden', 'kırılmış', 'bu', 'ayak', 'bileği', 'üç', 'vida', 'ile', 'birbirine', 'tutturulmuş', '.'","42, 33, 4, 35, 1, 21, 31, 32, 33, 35, 9, 35, 39, 38"
ess_936,"'ROOT', 'Arada', 'bir', 'uğrayıp', 'konuştuğumda', ',', 'yanına', 'gelip', 'gidenleri', 'anlattığında', ',', 'yurduna', ',', 'iklimine', 'kavuşmuşçasına', 'ışıltılarla', 'doluyordu', 'gözleri', '.'","42, 35, 21, 30, 35, 38, 5, 30, 31, 35, 38, 17, 38, 35, 14, 35, 39, 32, 38"
pop_76,"'ROOT', '1', 'demet', 'nane'","42, 33, 13, 39"
bio_1159,"'ROOT', 'Dökmemi', 'istedi', '.'","42, 12, 39, 38"
pop_599,"'ROOT', 'Ortaokul', 'sıralarından', 'bu', 'yana', 'olduğu', 'gibi', 'gözü', 'hala', '""sanat""ta', 'idi', '.'","42, 31, 3, 21, 35, 2, 9, 32, 3, 39, 18, 38"
pop_751,"'ROOT', 'İnsanların', 'ilgiye', 've', 'sevgiye', 'ihtiyaçları', 'var', 'muhakkak', '.'","42, 31, 34, 10, 17, 32, 39, 3, 38"
pop_434,"'ROOT', 'Tohumları', 'ise', 'o', 'dönemin', 'çok', 'ünlü', 'gastronomu', 'Apicius', 'tarafından', 'turşulara', 've', 'özellikle', 'de', 'salçalı', 'yemeklere', 'aroma', 'katmak', 'amacıyla', 'kullanılırmış', '.'","42, 32, 18, 21, 31, 3, 5, 30, 31, 35, 35, 10, 3, 4, 5, 17, 34, 31, 35, 39, 38"
pop_257,"'ROOT', 'Tozşeker', ',', 'şeker', 'boyası', 've', 'nişastayı', 'bir', 'tencerede', 'karıştırıp', 'karanfilleri', 'ekleyin', '.'","42, 34, 38, 31, 17, 10, 17, 21, 35, 2, 34, 39, 38"
news_1081,"'ROOT', '43', 'yaşındaki', 'Dana', ',', 'evli', 've', '4', 'çocuk', 'babasıydı', '.'","42, 33, 5, 32, 38, 39, 10, 33, 31, 17, 38"
ess_1531,"'ROOT', 'Bir', 'gün', 'bu', 'sayılanlardan', 'herhangi', 'birine', 'yasak', 'getirirlerse', 'o', 'zaman', 'konuşma', 'hakkımız', 'doğar', '.'","42, 21, 35, 21, 31, 21, 34, 30, 39, 21, 14, 30, 17, 14, 38"
news_1029,"'ROOT', ""1968'de"", 'Ruslar', ""Prag'a"", 'girince', 'çift', ""Cenevre'ye"", 'kaçar', '.'","42, 35, 32, 35, 2, 32, 35, 39, 38"
news_72,"'ROOT', '-', 'Size', 'özel', 'anılarınızı', 'kendinizde', 'sakladınız', 'mı', '?'","42, 38, 34, 5, 34, 35, 39, 8, 38"
pop_1211,"'ROOT', 'Çok', 'temiz', 've', 'tertipli', 'dir', '.'","42, 5, 39, 10, 17, 18, 38"
ess_737,"'ROOT', 'Dün', 'de', 'vardım', '.'","42, 3, 4, 39, 38"
news_774,"'ROOT', 'Hükümet', ',', 'daha', 'sonra', 'Genelkurmay', 'Başkanlığı', 've', 'devletin', 'diğer', 'birimleri', 'ile', 'birlikte', ""Türkiye'nin"", 'ulusal', 'çıkarlarına', 'uygun', 'bir', 'yol', 'güzergâhı', 'belirledi', '.'","42, 32, 38, 3, 9, 31, 35, 10, 31, 5, 17, 9, 9, 31, 5, 34, 5, 21, 31, 34, 39, 38"
ess_1116,"'ROOT', '-', 'Gözünüz', 'aydın', 'olsun', ',', 'hocaefendi', ',', 'nihayet', 'müezzinin', 'de', 'tayin', 'olmuş', '!', 'Bir', 'süre', 'yaşadığı', 'çemberden', 'kurtulmak', 'için', '""', 'ölü', 'taklidi', '""', 'yaptı', ';', 'Küba', ',', 'kulaktan', 'kulağa', 'bütün', 'dünyaya', ""Che'nin"", ""Dominik'te"", 'ki', 'bir', 'çatışmada', 'öldüğünü', 'duyurdu', '.'","42, 38, 34, 39, 15, 38, 40, 38, 3, 32, 4, 17, 15, 38, 21, 35, 1, 35, 2, 9, 38, 5, 34, 38, 17, 38, 32, 38, 30, 3, 21, 35, 32, 35, 9, 21, 35, 34, 17, 38"
bio_1661,"'ROOT', 'Bu', 'ayini', 'izleyen', 'saray', 'erkânının', 'gözlerinden', 'öyle', 'acı', 'bir', 'endişe', 'fışkırıyordu', 'ki', 'bu', 'hal', ',', 'ancak', 'bir', 'iki', 'dakika', 'meçhul', 'kalabildi', '.'","42, 21, 34, 1, 31, 31, 35, 3, 5, 21, 34, 39, 29, 21, 32, 38, 3, 33, 14, 35, 3, 2, 38"
bio_1604,"'ROOT', 'Biri', 'doğa', 'kanunu', '.'","42, 32, 31, 39, 38"
ins_483,"'ROOT', 'Aklım', 'çelik', 'bir', 'kutuda', ','","42, 32, 5, 21, 39, 38"
bio_492,"'ROOT', 'yıldönümünü', 'yakalarımıza', 'rozet', ',', 'sokaklara', 'flama', 'asarak', 'kutladık', ',', '700.'","42, 34, 27, 34, 38, 36, 17, 2, 39, 38, 20"
news_1701,"'ROOT', 'Erdoğan', ',', ""Fas'ın"", 'başkenti', ""Rabat'ta"", 'düzenlediği', 'basın', 'toplantısında', 'şu', 'mesajları', 'verdi', ':'","42, 32, 38, 31, 30, 35, 1, 31, 35, 21, 34, 39, 38"
bio_184,"'ROOT', 'Bunalıma', 'girdi', 've', 'kayaya', 'yapıştı', '.'","42, 35, 39, 10, 34, 17, 38"
news_532,"'ROOT', ""Karamustafa'nın"", 'Merdiven', 'başlıklı', 'video', 'çalışması', ',', 'banker', 'Kamondo', 'ailesinin', '19', '.'","42, 31, 35, 5, 31, 32, 38, 5, 31, 31, 39, 38"
ins_741,"'ROOT', 'Bir', 'kez', 'daha', 'Onun', 'geçtiği', 'yollardan', 'geçiyorum', '.'","42, 33, 3, 4, 35, 1, 35, 39, 38"
ins_1058,"'ROOT', 'Tembel', 'olmak', 'kimseye', 'değil', 'çare', ','","42, 5, 19, 35, 7, 39, 38"
news_1534,"'ROOT', 'Sanat', 'dostları', ',', 'koleksiyonerler', 've', 'kurumlar', 'ile', 'ilişkiye', 'geçilerek', 'toplanan', 'eserlerin', '19', '-', '27', 'Kasım', 'tarihleri', 'arasında', 'dijital', 'arşiv', 'kayıtları', 'yapılacak', '.'","42, 31, 35, 38, 17, 10, 17, 9, 2, 14, 1, 31, 33, 38, 25, 31, 31, 35, 5, 31, 32, 39, 38"
bio_248,"'ROOT', '-', 'Orada', ""ODTÜ'nün"", ',', 'yani', 'öğrencilerin', 'dışında', 'birtakım', 'etkenler', 'vardı', '.'","42, 38, 35, 32, 38, 10, 6, 35, 5, 32, 39, 38"
pop_754,"'ROOT', 'Bir', 'çoğu', 'duygularını', 'disipline', 'edemez', ',', 'çabuk', 'yansıtır', ',', 'bu', 'da', 'onları', 'baskıcı', ',', 'mantıksız', 've', 'tepkisel', 'gösterir', '.'","42, 21, 32, 34, 39, 15, 38, 3, 17, 38, 32, 4, 34, 5, 38, 17, 10, 17, 17, 38"
pop_638,"'ROOT', '1', 'yemek', 'kaşığı', 'nane'","42, 33, 31, 5, 39"
news_575,"'ROOT', '1', '4', '.', 'dakikada', 'Alex', ',', 'savunmanın', 'arasından', ""Uğur'un"", 'koşu', 'yoluna', 'pasını', 'verdi', ',', 'Uğur', ',', 'kaleci', 'İvankov', 'ile', 'karşı', 'karşıya', 'kaldı', ',', 'ancak', 'Bulgar', 'kaleci', 'atik', 'davrandı', 'topu', 'kaptı', '.'","42, 33, 25, 38, 35, 32, 38, 31, 35, 31, 31, 35, 39, 14, 38, 32, 38, 30, 35, 9, 3, 16, 17, 38, 10, 31, 32, 3, 17, 34, 17, 38"
pop_1750,"'ROOT', 'Anasonu', 'andırır', 'bir', 'aroması', 've', 'eşsiz', 'bir', 'lezzeti', 'olan', 'taze', 'rezeneyi', 'gerçekten', 'tanıyanımız', 'ise', 'fazla', 'değil', '.'","42, 34, 5, 21, 34, 10, 5, 21, 17, 1, 5, 34, 3, 32, 18, 39, 7, 38"
bio_123,"'ROOT', 'Kadere', 'bakın', 'bir', 'ay', 'sonra', 'bu', 'muhabire', 'de', 'karakolda', 'ki', 'polisler', 'tezgâh', 'kuruyor', '.'","42, 34, 39, 21, 35, 9, 21, 35, 4, 5, 9, 32, 17, 14, 38"
ins_1526,"'ROOT', '-', 'Öğretmenim', ',', 'Şükran', ',', 'hâlâ', 'deniz', 'diyor', '!'","42, 38, 40, 38, 32, 38, 3, 34, 39, 38"
ess_585,"'ROOT', 'Özgürlük', 'savaşımları', '...'","42, 31, 39, 38"
ins_1747,"'ROOT', 'Belki', 'bu', 'sorunu', 'çözmenin', 'yollarını', 'evden', 'çıkarken', 'de', 'bulabiliriz', '.'","42, 3, 21, 34, 31, 34, 35, 2, 4, 39, 38"
ess_1714,"'ROOT', 'Geleceğe', 'ilişkin', 'çıkarımlarda', 'bulunduğumuz', 'ağız', 'dil', 'vermez', 'kılavuzumuz', '.'","42, 5, 9, 35, 1, 30, 39, 14, 17, 38"
news_1625,"'ROOT', 'Nitekim', 'Marco', 'daha', 'en', 'başta', ',', 'sahnedeki', 'performansın', 'etkileyiciliği', ',', 'dans', 'eden', 'kadınların', 'yalnızlığı', 've', 'çaresizliği', 'karşısında', 'gözyaşlarını', 'tutamaz', '.'","42, 22, 32, 3, 3, 35, 38, 5, 31, 31, 38, 1, 15, 31, 17, 10, 17, 35, 39, 14, 38"
pop_663,"'ROOT', '1', '.', 'Dolabınızdaki', 'kareli', ',', 'ekose', 'desenli', 'takım', ',', 'ceket', 've', 'pantolonlarınızı', 'derhal', 'elden', 'çıkarın', '.'","42, 35, 38, 5, 5, 38, 14, 17, 34, 38, 17, 10, 17, 3, 39, 14, 38"
bio_1816,"'ROOT', ""Kaleiçi'nin"", 'anıtsal', 'nitelikli', 'kültür', 'varlıklarından', 'biri', 'olan', 'Aya', 'Yorgi', '(', 'Agios', 'Georgios', ')', ""Kilisesi'nin"", 'yapım', 'tarihi', 'kesin', 'olarak', 'bilinmiyordu', '.'","42, 31, 5, 5, 31, 31, 34, 1, 31, 25, 38, 6, 25, 38, 31, 31, 32, 2, 9, 39, 38"
news_1627,"'ROOT', 'ASYA', 'SALLANIYOR'","42, 32, 39"
news_1854,"'ROOT', 'Benim', 'için', 'şaka', 'gibiydi""', 'dedi', '.'","42, 35, 9, 12, 38, 39, 38"
ins_898,"'ROOT', 'Komşuluk', 'ilişkilerimiz', 'neden', 'zayıfladı', ',', 'komşularımızın', 'adını', 'niçin', 'bilmiyoruz', '?', 'Onlarla', '""', 'Günaydın', '!', '""', 've', '""', 'İyi', 'akşamlar', '!', '""dan', 'başka', 'konuşacak', 'şeyimiz', 'neden', 'olmuyor', 'diye', 'hayıflanıyoruz', 'şimdi', '.'","42, 31, 32, 3, 2, 38, 31, 34, 3, 17, 38, 35, 38, 3, 38, 38, 10, 38, 5, 17, 38, 35, 5, 1, 32, 3, 17, 9, 39, 3, 38"
news_1981,"'ROOT', 'Anadolu', 'pop', '""aranjman""ın', 'önüne', 'geçmeye', 'başlayınca', ',', 'başta', 'Sayan', 'olmak', 'üzere', ',', 'çoğu', 'firma', ',', 'bu', 'türde', 'şarkı', 'yazan', 'ya', 'da', 'söyleyen', 'şarkıcı', 've', 'grupları', 'bünyesine', 'alıp', 'plaklarını', 'yayınlar', 've', 'bir', 'türlü', 'hareketlenmeyen', ""45'lik"", 'piyasasını', 'inşa', 'etmeye', 'başlar', '.'","42, 32, 32, 31, 12, 14, 2, 38, 35, 34, 35, 9, 38, 21, 32, 38, 21, 35, 34, 1, 10, 10, 17, 34, 10, 17, 35, 2, 34, 39, 10, 21, 35, 1, 5, 34, 12, 15, 17, 38"
ins_1135,"'ROOT', 'Büyükler', 'merak', 'etmesin', 'diye', ',', 'güneş', 'batmadan', 'yola', 'koyuldular', '.'","42, 32, 2, 14, 9, 38, 32, 2, 39, 14, 38"
ins_938,"'ROOT', 'Ama', 'annesine', ',', 'öğretmenlerin', 'yorumlarından', ',', 'derslerdeki', 'başarısızlığından', 'hiç', 'söz', 'etmedi', '.'","42, 10, 35, 38, 31, 34, 38, 5, 17, 3, 39, 15, 38"
ins_824,"'ROOT', 'Yalnız', ',', 'ilmin', 've', 'fennin', 'yaşadığımız', 'her', 'dakikadaki', 'safhalarının', 'gelişmesini', 'kavramak', 've', 'ilerlemelerini', 'zamanında', 'izlemek', 'şart', 'tır', '.'","42, 3, 38, 31, 10, 17, 1, 21, 5, 32, 34, 19, 10, 34, 35, 17, 39, 18, 38"
bio_1699,"'ROOT', 'Bizimkinde', 'şafak', 'atmış', 've', 'komutanına', 'ezile', 'büzüle', ',', '""', 'Siz', 'ne', 'dediniz', '?', '""', 'diye', 'sormuş', '.'","42, 35, 39, 14, 10, 35, 3, 16, 38, 38, 32, 34, 12, 38, 38, 9, 17, 38"
ins_733,"'ROOT', 'Aramışlar', '...'","42, 39, 38"
news_800,"'ROOT', 'Temyiz', 'başvurusuyla', 'sicilini', 'düzeltme', 'imkânı', 'tanıyacağız""', 'dedi', '.'","42, 31, 35, 34, 31, 34, 12, 39, 38"
ins_1779,"'ROOT', 'Kaoru', 'yeni', 'bir', 'kuyruklu', 'yıldız', 'bulma', 'düşüncesini', 'ona', 'açtı', '.'","42, 32, 5, 21, 5, 34, 31, 34, 35, 39, 38"
pop_193,"'ROOT', 'Hani', 'şu', 'sandalyeye', 'ters', 'oturup', ',', 'gelene', 'geçene', 'takılan', ',', 'yanındakilere', 'hava', 'atan', 'tiplere', '.'","42, 22, 21, 35, 5, 2, 38, 35, 16, 1, 38, 35, 17, 14, 39, 38"
news_674,"'ROOT', 'Bu', 'sayı', '2025', 'yılında', '3', '.5', 'milyara', ',', 'yani', 'dünya', 'nüfusunun', 'yarısına', 'ulaşacak', '.'","42, 21, 32, 33, 35, 33, 25, 35, 38, 22, 31, 31, 35, 39, 38"
news_901,"'ROOT', 'İran', 'medyasında', 'çıkan', 'bir', 'habere', 'göre', ',', 'Tahran', 'yönetimi', 'son', 'dönemde', 'artan', 'dış', 'tehditler', 'karşısında', 'Şahap', '3', 'füzelerini', ""İsrail'deki"", 'önemli', 've', 'stratejik', 'hedeflere', 'yönlendirdi', '.'","42, 31, 35, 1, 21, 35, 9, 38, 31, 32, 5, 35, 1, 5, 31, 35, 31, 25, 34, 5, 30, 10, 17, 35, 39, 38"
news_1859,"'ROOT', 'Örneğin', '80x50cm', '.'","42, 22, 39, 38"
ins_389,"'ROOT', 'Demir', 'parmaklıklara', 'yaslanmış', ',', 'gene', 'karşıdaki', 'parka', 'bakıyordu', '.'","42, 14, 35, 39, 38, 3, 5, 35, 17, 38"
ins_24,"'ROOT', 'Ağabeyimi', 'eve', 'çağırır', '.'","42, 34, 35, 39, 38"
news_249,"'ROOT', ""Bursa'ya"", '""', 'kırmızı', 'sokak""çı', 'aday'","42, 35, 38, 5, 32, 39"
pop_1601,"'ROOT', 'Bu', 'ülkenin', 'en', 'köklü', 'kurumlarından', 'Fenerbahçe', ',', 'kurtarıcılık', 'misyonunun', 'ayağına', 'bağladığı', 'prangalardan', 'kurtulmak', 'üzere', 'dir', '.'","42, 21, 31, 3, 5, 35, 32, 38, 31, 32, 35, 1, 35, 39, 9, 18, 38"
ess_1820,"'ROOT', 'Bu', 'itibarla', 'müslümanlara', 'savaş', 'açanlara', 'karşı', 'savaş', 'açılır', '.'","42, 21, 35, 35, 30, 35, 9, 34, 39, 38"
bio_1615,"'ROOT', ""'Söyledik"", 'ya', 'Sefir', 'Beyefendi', '.'","42, 39, 4, 40, 25, 38"
bio_1475,"'ROOT', '-', '10', 'adet', 'kol', 'düğmesi'","42, 38, 33, 13, 31, 39"
bio_996,"'ROOT', 'Anlamam', 'imkânsız', 'dı', '.'","42, 19, 39, 18, 38"
bio_365,"'ROOT', 'Hakiki', 'Adana', '.'","42, 5, 39, 38"
ins_1895,"'ROOT', 'Bu', 'arada', 'flütümle', 'masa', 'kalemtıraşımı', 'da', 'unutmamalıyız', '.'","42, 21, 35, 34, 31, 17, 4, 39, 38"
ess_291,"'ROOT', 'Yahudi', 'kâtip', 'de', ',', 'genç', 'tayfaya', ',', '""', 'Şimdi', 'git', '""', 'der', ',', '""', 'her', 'yerde', 'bu', 'gece', 'yaşadıklarını', ',', 'bütün', 'öyküyü', 'anlat', '.', '""', 'Kim', 'bilir', 'kaç', 'cümle', 'kurdun', 'bugüne', 'dek', ',', 'şiirle', 'hayatın', 'kesişme', 'noktasına', 'göndermeleri', 'olan', ':', 'Ben', ',', 'şiir', 'ya', 'da', 'deneme', ',', 'yazarak', 'kendime', 'bir', 'yaşama', 'alanı', 'açıyorum', '.'","42, 5, 30, 4, 38, 5, 35, 38, 38, 3, 39, 38, 14, 38, 38, 21, 35, 21, 35, 17, 38, 21, 34, 17, 38, 38, 32, 14, 33, 30, 35, 35, 9, 38, 35, 31, 31, 35, 34, 17, 38, 32, 38, 34, 10, 10, 17, 38, 30, 35, 21, 30, 17, 17, 38"
ess_1509,"'ROOT', 'Bir', 'araç', 'olarak', ',', 'adeta', 'bir', 'testere', 'gibi', ',', 'her', 'yerde', ',', 'her', 'elde', ',', 'bir', 'ağacın', 'kökünde', ',', 'aynı', 'görevi', 'yerine', 'getirmeye', 'memur', 'sanılsa', 'da', ',', 'insan', 'sanatlarında', 'öyle', 'bir', 'yön', 'var', 'ki', ',', 'her', 'zaman', 'bazı', 'özellikleriyle', 'karakteristiğini', 'açığa', 'vurur', '.'","42, 33, 30, 9, 38, 3, 21, 30, 9, 38, 21, 17, 38, 34, 32, 38, 21, 31, 35, 38, 5, 34, 35, 30, 34, 34, 4, 38, 31, 30, 3, 21, 32, 5, 29, 38, 21, 14, 21, 35, 34, 39, 14, 38"
ess_1701,"'ROOT', 'Onlar', 'acıyı', 'yaşamak', 'için', 'direneceklerdir', '.'","42, 32, 34, 2, 9, 39, 38"
bio_164,"'ROOT', 'Plan', 'üstüne', 'plan', '.'","42, 31, 35, 39, 38"
pop_1179,"'ROOT', 'Domatesi', 'küp', 'şeklinde', 'doğrayın', '.'","42, 34, 31, 35, 39, 38"
pop_685,"'ROOT', 'Kıyılmış', 'maydanoz', ',', 'dereotu', ',', 'haşlanmış', 'pirinç', 've', 'yeterince', 'tuz', 'ilave', 'edip', 'servis', 'tabağına', 'alın', ',', 'iyice', 'karıştırın', '.'","42, 1, 34, 38, 17, 38, 1, 17, 10, 5, 17, 2, 15, 31, 35, 39, 38, 3, 17, 38"
ins_372,"'ROOT', 'Yüzü', 'gülüyordu', ':'","42, 32, 39, 38"
ess_979,"'ROOT', 'İnsanı', 'tanımlayabilmek', 'için', ',', 'insan', 'olmayı', 'bire', 'bir', 'deneyimlemek', 'lazım', '.'","42, 34, 30, 9, 38, 32, 30, 3, 21, 32, 39, 38"
bio_1135,"'ROOT', 'Bir', 'gün', 'dahi', 'biri', 'çıkıp', '""', 'Mahmut', 'Dikerdem', ',', 'kişisel', 'görüşlerini', 'devlet', 'işlerine', 'karıştırıyor', '""', 'diyememiştir', '...'","42, 21, 35, 4, 32, 2, 38, 32, 25, 38, 5, 34, 31, 35, 12, 38, 39, 38"
news_1240,"'ROOT', 'Daum', 'ile', 'görüştüm', '.'","42, 35, 9, 39, 38"
bio_1006,"'ROOT', 'Zaten', 'polisler', 'olaydan', 'onca', 'zaman', 'geçmesine', 'rağmen', 'ne', 'Turan', ""Dursun'un"", 'çalıştığı', 'dergiden', ',', 'ne', 'de', 'ailesinden', 'kimsenin', 'ifadesine', 'başvurmuştu', '!', 'Tek', 'görgü', 'tanığı', 'ise', 'kaybolmuştu', '!', 'Polis', ',', 'ifadesine', 'başvurmak', 'istemiş', ',', 'ancak', 'A', '.', 'A', "".'yı"", 'bulamamıştı', '!', '..'","42, 3, 32, 35, 5, 32, 2, 9, 11, 32, 25, 1, 35, 38, 11, 10, 17, 31, 34, 39, 38, 5, 31, 32, 18, 17, 38, 32, 38, 34, 41, 17, 38, 10, 34, 38, 25, 9, 17, 38, 38"
pop_183,"'ROOT', 'Erkeklere', 'cilt', 'bakımı', 'yapacak', 'kadın', 'personel', 'bulmak', 'da', 'güçtü', '.'","42, 35, 31, 34, 1, 5, 34, 19, 4, 39, 38"
bio_693,"'ROOT', 'Bunlar', 'oldu', '.'","42, 32, 39, 38"
bio_1935,"'ROOT', 'Bu', 'miras', 'hayatımıza', 'ışık', 'tutacak', '.'","42, 21, 32, 34, 39, 14, 38"
ess_1692,"'ROOT', 'Günün', 'ilk', 'bölümünde', 'ki', 'kuş', 'cenneti', 'ziyareti', 've', 'yedi', 'renkli', 'toprak', 'bölgesi', ',', 'bu', 'heyecan', 'yüzünden', 'hızlı', 'geçiyor', '.'","42, 31, 5, 30, 9, 31, 31, 32, 10, 17, 5, 31, 17, 38, 21, 31, 35, 5, 39, 38"
ins_1734,"'ROOT', 'Derelerden', 'uzağa', ','","42, 35, 39, 38"
ess_83,"'ROOT', 'John', 'Marvell', 'adında', 'ki', 'bu', 'generalin', 'dudaklarından', 'çıkan', 'kelimeler', 'dünya', 'tarihinde', 'bir', 'milat', 'yaşanmasına', 'neden', 'olacaktı', '.'","42, 30, 25, 5, 9, 21, 31, 3, 1, 32, 31, 35, 21, 31, 12, 39, 15, 38"
bio_174,"'ROOT', '""Nerede', 'sin', '-', 'Nerede', 'sin', '?', '""'","42, 39, 18, 38, 17, 18, 38, 38"
